CustomerID,TotalGastado,NumCompras,ProductosDistintos,TicketMedio,Cluster_ID,Segmento
13761.0,1070.65,2,68,535.325,2,Recurrentes
13762.0,306.72,1,7,306.72,1,Ocasionales
13763.0,1714.96,1,15,1714.96,2,Recurrentes
13764.0,1519.42,3,183,506.47333333333336,2,Recurrentes
13769.0,2796.51,10,73,279.651,2,Recurrentes
13771.0,2634.45,4,114,658.6125,2,Recurrentes
13772.0,1122.63,3,141,374.21000000000004,2,Recurrentes
13774.0,345.0,1,22,345.0,1,Ocasionales
13778.0,178.7,1,9,178.7,1,Ocasionales
13780.0,360.01,2,56,180.005,1,Ocasionales
13781.0,127.84,1,17,127.84,1,Ocasionales
13782.0,908.86,6,96,151.47666666666666,2,Recurrentes
13784.0,2462.79,11,9,223.89,2,Recurrentes
13786.0,230.4,1,7,230.4,1,Ocasionales
13787.0,309.04,2,24,154.52,1,Ocasionales
13790.0,348.79999999999995,1,45,348.79999999999995,1,Ocasionales
13791.0,1516.0,2,7,758.0,2,Recurrentes
13792.0,195.55,2,13,97.775,1,Ocasionales
13799.0,688.86,2,32,344.43,1,Ocasionales
13800.0,558.32,1,33,558.32,1,Ocasionales
13801.0,324.8,1,23,324.8,1,Ocasionales
13802.0,4599.42,3,55,1533.14,0,VIP / Premium
13803.0,277.07,1,17,277.07,1,Ocasionales
13804.0,2588.39,7,124,369.77,2,Recurrentes
13805.0,924.5999999999999,2,10,462.29999999999995,1,Ocasionales
13806.0,256.38,1,10,256.38,1,Ocasionales
13807.0,112.6,1,7,112.6,1,Ocasionales
13808.0,1747.66,5,70,349.53200000000004,2,Recurrentes
13809.0,155.05,1,11,155.05,1,Ocasionales
13810.0,1499.01,3,32,499.67,2,Recurrentes
13811.0,814.5,3,7,271.5,1,Ocasionales
13812.0,539.0,3,33,179.66666666666666,1,Ocasionales
13813.0,1366.8600000000001,4,54,341.71500000000003,2,Recurrentes
13814.0,1579.12,2,37,789.56,2,Recurrentes
13815.0,4027.36,4,132,1006.84,0,VIP / Premium
13816.0,571.6700000000001,2,25,285.83500000000004,1,Ocasionales
13817.0,382.98,2,20,191.49,1,Ocasionales
13819.0,1140.35,3,26,380.1166666666666,1,Ocasionales
13821.0,385.64,2,51,192.82,1,Ocasionales
13822.0,632.0,2,90,316.0,1,Ocasionales
13823.0,957.66,2,39,478.83,1,Ocasionales
13824.0,1698.94,5,34,339.788,2,Recurrentes
13826.0,189.5,1,10,189.5,1,Ocasionales
13827.0,409.8,3,83,136.6,1,Ocasionales
13828.0,209.49,1,15,209.49,1,Ocasionales
13831.0,2198.45,6,58,366.4083333333333,2,Recurrentes
13832.0,52.2,1,3,52.2,1,Ocasionales
13833.0,383.85,1,28,383.85,1,Ocasionales
13835.0,834.57,4,48,208.6425,1,Ocasionales
13837.0,266.59000000000003,2,17,133.29500000000002,1,Ocasionales
13838.0,674.82,4,144,168.705,2,Recurrentes
13841.0,85.0,1,1,85.0,1,Ocasionales
13842.0,3385.62,9,155,376.18,0,VIP / Premium
13844.0,361.62,1,20,361.62,1,Ocasionales
13845.0,312.98,1,9,312.98,1,Ocasionales
13846.0,865.0600000000001,3,55,288.35333333333335,1,Ocasionales
13848.0,1255.0,3,3,418.3333333333333,1,Ocasionales
13849.0,1537.95,2,97,768.975,2,Recurrentes
13850.0,1595.48,1,93,1595.48,2,Recurrentes
13851.0,2651.46,3,77,883.82,2,Recurrentes
13853.0,1090.1399999999999,1,23,1090.1399999999999,2,Recurrentes
13856.0,388.5,3,10,129.5,1,Ocasionales
13858.0,216.17000000000002,1,11,216.17000000000002,1,Ocasionales
13859.0,201.16,1,27,201.16,1,Ocasionales
13860.0,1245.9,5,58,249.18,2,Recurrentes
13862.0,2209.36,8,97,276.17,2,Recurrentes
13863.0,305.78,1,20,305.78,1,Ocasionales
13865.0,501.56,4,26,125.39,1,Ocasionales
13866.0,145.67,1,7,145.67,1,Ocasionales
13867.0,1005.09,3,51,335.03000000000003,1,Ocasionales
13868.0,3192.54,2,32,1596.27,2,Recurrentes
13869.0,3083.65,4,234,770.9125,0,VIP / Premium
13870.0,2770.94,8,91,346.3675,2,Recurrentes
13871.0,6403.25,13,155,492.5576923076923,0,VIP / Premium
13873.0,389.6,3,21,129.86666666666667,1,Ocasionales
13874.0,540.45,1,18,540.45,1,Ocasionales
13875.0,1786.79,5,79,357.358,2,Recurrentes
13876.0,122.7,1,7,122.7,1,Ocasionales
13877.0,117.24,1,3,117.24,1,Ocasionales
13878.0,1271.57,1,35,1271.57,2,Recurrentes
13880.0,3219.77,13,125,247.67461538461538,0,VIP / Premium
13882.0,1191.13,5,54,238.22600000000003,2,Recurrentes
13883.0,2674.48,5,108,534.896,2,Recurrentes
13884.0,787.6,5,45,157.52,1,Ocasionales
13885.0,506.8,2,28,253.4,1,Ocasionales
13886.0,243.56,1,16,243.56,1,Ocasionales
13887.0,349.55,1,19,349.55,1,Ocasionales
13888.0,595.67,2,38,297.835,1,Ocasionales
13889.0,416.90000000000003,1,15,416.90000000000003,1,Ocasionales
13890.0,1883.81,10,74,188.381,2,Recurrentes
13892.0,632.97,4,26,158.2425,1,Ocasionales
13893.0,821.1,1,21,821.1,1,Ocasionales
13894.0,564.62,3,25,188.20666666666668,1,Ocasionales
13895.0,2593.07,4,97,648.2675,2,Recurrentes
13897.0,311.16,1,17,311.16,1,Ocasionales
13898.0,155.93,1,12,155.93,1,Ocasionales
13899.0,388.52,2,19,194.26,1,Ocasionales
13900.0,740.95,3,42,246.98333333333335,1,Ocasionales
13901.0,2867.2000000000003,5,144,573.44,2,Recurrentes
13904.0,332.64,2,24,166.32,1,Ocasionales
13908.0,2369.55,4,104,592.3875,2,Recurrentes
13911.0,2580.91,9,120,286.7677777777778,2,Recurrentes
13914.0,626.45,2,28,313.225,1,Ocasionales
13917.0,272.04,2,16,136.02,1,Ocasionales
13918.0,1212.8400000000001,2,30,606.4200000000001,2,Recurrentes
13919.0,384.81,2,24,192.405,1,Ocasionales
13922.0,172.25,1,7,172.25,1,Ocasionales
13923.0,351.13,1,20,351.13,1,Ocasionales
13924.0,1838.8500000000001,6,90,306.475,2,Recurrentes
13925.0,678.25,4,28,169.5625,1,Ocasionales
13926.0,223.85000000000002,1,11,223.85000000000002,1,Ocasionales
13927.0,348.99,1,21,348.99,1,Ocasionales
13928.0,464.57,4,23,116.1425,1,Ocasionales
13929.0,842.65,2,8,421.325,1,Ocasionales
13930.0,337.34,2,15,168.67,1,Ocasionales
13931.0,1237.53,2,56,618.765,2,Recurrentes
13932.0,307.4,1,16,307.4,1,Ocasionales
13933.0,608.79,2,23,304.395,1,Ocasionales
13934.0,922.1,1,31,922.1,2,Recurrentes
13936.0,376.58,1,26,376.58,1,Ocasionales
13937.0,158.85,1,9,158.85,1,Ocasionales
13938.0,71.66,1,7,71.66,1,Ocasionales
13939.0,568.55,3,43,189.51666666666665,1,Ocasionales
13940.0,839.14,4,39,209.785,1,Ocasionales
13941.0,5112.96,5,24,1022.592,0,VIP / Premium
13946.0,561.57,3,11,187.19000000000003,1,Ocasionales
13947.0,90.60000000000001,1,5,90.60000000000001,1,Ocasionales
13948.0,102.0,1,3,102.0,1,Ocasionales
13949.0,2427.32,6,124,404.55333333333334,2,Recurrentes
13950.0,745.0600000000001,4,33,186.26500000000001,1,Ocasionales
13951.0,674.45,3,38,224.8166666666667,1,Ocasionales
13952.0,3251.071,2,120,1625.5355,0,VIP / Premium
13953.0,3515.68,7,8,502.23999999999995,2,Recurrentes
13954.0,439.92,2,24,219.96,1,Ocasionales
13955.0,322.96,2,33,161.48,1,Ocasionales
13956.0,1019.27,5,123,203.85399999999998,2,Recurrentes
13959.0,594.04,3,79,198.01333333333332,1,Ocasionales
13960.0,230.22,2,11,115.11,1,Ocasionales
13962.0,169.54999999999998,2,11,84.77499999999999,1,Ocasionales
13963.0,664.54,4,35,166.135,1,Ocasionales
13967.0,80.7,1,2,80.7,1,Ocasionales
13971.0,2758.26,8,118,344.7825,2,Recurrentes
13972.0,190.25,2,15,95.125,1,Ocasionales
13973.0,264.7,1,11,264.7,1,Ocasionales
13974.0,413.59000000000003,1,28,413.59000000000003,1,Ocasionales
13975.0,2461.2400000000002,6,240,410.2066666666667,0,VIP / Premium
13976.0,357.98,1,10,357.98,1,Ocasionales
13978.0,196.79,2,14,98.395,1,Ocasionales
13979.0,869.87,1,54,869.87,2,Recurrentes
13980.0,200.14,1,11,200.14,1,Ocasionales
13982.0,1871.81,4,72,467.9525,2,Recurrentes
13983.0,2603.43,12,91,216.9525,0,VIP / Premium
13984.0,920.51,5,14,184.102,1,Ocasionales
13985.0,7060.13,15,108,470.67533333333336,0,VIP / Premium
13986.0,320.46,1,12,320.46,1,Ocasionales
13988.0,4147.96,6,188,691.3266666666667,0,VIP / Premium
13989.0,1266.08,2,33,633.04,2,Recurrentes
13990.0,311.3,1,16,311.3,1,Ocasionales
13991.0,852.88,6,58,142.14666666666668,2,Recurrentes
13992.0,76.8,1,5,76.8,1,Ocasionales
13993.0,3466.36,9,66,385.1511111111111,0,VIP / Premium
13994.0,2274.14,6,122,379.0233333333333,2,Recurrentes
13995.0,1393.69,5,55,278.738,2,Recurrentes
13999.0,3901.81,12,102,325.1508333333333,0,VIP / Premium
14000.0,635.66,1,15,635.66,1,Ocasionales
14001.0,2043.0800000000002,3,34,681.0266666666668,2,Recurrentes
14002.0,529.73,2,47,264.865,1,Ocasionales
14004.0,4582.64,7,102,654.6628571428572,0,VIP / Premium
14005.0,2874.72,5,53,574.944,2,Recurrentes
14006.0,962.19,3,22,320.73,1,Ocasionales
14009.0,695.61,2,42,347.805,1,Ocasionales
14012.0,328.8,1,11,328.8,1,Ocasionales
14013.0,473.02,3,30,157.67333333333332,1,Ocasionales
14014.0,505.18,1,39,505.18,1,Ocasionales
14015.0,917.34,1,20,917.34,1,Ocasionales
14016.0,4341.21,4,154,1085.3025,0,VIP / Premium
14019.0,1421.6100000000001,3,37,473.87000000000006,2,Recurrentes
14020.0,642.8,2,37,321.4,1,Ocasionales
14021.0,631.9,3,22,210.63333333333333,1,Ocasionales
14022.0,440.0,1,28,440.0,1,Ocasionales
14023.0,584.07,2,30,292.035,1,Ocasionales
14024.0,327.7,2,16,163.85,1,Ocasionales
14027.0,104.82,1,6,104.82,1,Ocasionales
14029.0,467.66,2,15,233.83,1,Ocasionales
14030.0,2358.84,8,210,294.855,0,VIP / Premium
14032.0,2975.59,11,53,270.5081818181818,0,VIP / Premium
14034.0,648.89,3,82,216.29666666666665,1,Ocasionales
14035.0,1428.02,5,41,285.604,2,Recurrentes
14036.0,626.65,1,38,626.65,1,Ocasionales
14037.0,147.20000000000002,2,27,73.60000000000001,1,Ocasionales
14038.0,1560.38,3,64,520.1266666666667,2,Recurrentes
14039.0,152.2,1,6,152.2,1,Ocasionales
14040.0,3560.32,12,146,296.6933333333333,0,VIP / Premium
14041.0,141.41,1,21,141.41,1,Ocasionales
14044.0,646.42,4,165,161.605,2,Recurrentes
14045.0,1659.75,4,4,414.9375,2,Recurrentes
14046.0,154.99,1,14,154.99,1,Ocasionales
14047.0,1308.6100000000001,5,22,261.72200000000004,2,Recurrentes
14048.0,409.93,1,83,409.93,1,Ocasionales
14050.0,746.36,2,49,373.18,1,Ocasionales
14052.0,225.35999999999999,1,56,225.35999999999999,1,Ocasionales
14053.0,260.25,2,2,130.125,1,Ocasionales
14054.0,92.46000000000001,1,6,92.46000000000001,1,Ocasionales
14055.0,725.6400000000001,1,10,725.6400000000001,1,Ocasionales
14057.0,6211.66,17,179,365.39176470588234,0,VIP / Premium
14059.0,183.6,1,8,183.6,1,Ocasionales
14060.0,6140.42,19,86,323.18,0,VIP / Premium
14064.0,1334.34,5,59,266.868,2,Recurrentes
14066.0,152.55,1,7,152.55,1,Ocasionales
14067.0,374.7,2,51,187.35,1,Ocasionales
14068.0,265.85,1,22,265.85,1,Ocasionales
14071.0,1437.57,8,271,179.69625,0,VIP / Premium
14073.0,151.04,1,13,151.04,1,Ocasionales
14075.0,942.26,3,33,314.08666666666664,1,Ocasionales
14076.0,118.67,1,43,118.67,1,Ocasionales
14077.0,499.42,5,33,99.884,1,Ocasionales
14078.0,1049.37,6,46,174.89499999999998,2,Recurrentes
14079.0,375.1,1,12,375.1,1,Ocasionales
14080.0,45.599999999999994,1,4,45.599999999999994,1,Ocasionales
14081.0,921.62,2,126,460.81,2,Recurrentes
14082.0,182.25,1,28,182.25,1,Ocasionales
14083.0,1002.9,9,162,111.43333333333334,2,Recurrentes
14087.0,191.47,1,61,191.47,1,Ocasionales
14089.0,158.75,1,13,158.75,1,Ocasionales
14090.0,76.32000000000001,1,1,76.32000000000001,1,Ocasionales
14092.0,4076.9100000000003,14,117,291.20785714285716,0,VIP / Premium
14093.0,433.86,1,95,433.86,1,Ocasionales
14098.0,147.35,1,21,147.35,1,Ocasionales
14099.0,3104.17,11,167,282.1972727272727,0,VIP / Premium
14100.0,191.95,1,24,191.95,1,Ocasionales
14101.0,5976.79,6,15,996.1316666666667,0,VIP / Premium
14102.0,1105.8799999999999,5,35,221.176,2,Recurrentes
14104.0,216.21,2,21,108.105,1,Ocasionales
14105.0,1266.23,1,74,1266.23,2,Recurrentes
14107.0,2703.23,7,61,386.17571428571426,2,Recurrentes
14108.0,597.91,2,33,298.955,1,Ocasionales
14109.0,144.2,1,9,144.2,1,Ocasionales
14110.0,5683.15,12,94,473.5958333333333,0,VIP / Premium
14111.0,692.85,4,10,173.2125,1,Ocasionales
14112.0,2915.15,7,117,416.45,2,Recurrentes
14113.0,1840.42,4,26,460.105,2,Recurrentes
14114.0,386.53,2,15,193.265,1,Ocasionales
14116.0,1382.74,5,61,276.548,2,Recurrentes
14117.0,90.0,1,3,90.0,1,Ocasionales
14121.0,2780.15,4,148,695.0375,2,Recurrentes
14124.0,419.58,1,4,419.58,1,Ocasionales
14125.0,2720.63,3,159,906.8766666666667,2,Recurrentes
14126.0,706.1300000000001,3,14,235.3766666666667,1,Ocasionales
14127.0,709.71,3,39,236.57000000000002,1,Ocasionales
14128.0,637.5,2,40,318.75,1,Ocasionales
14129.0,1123.8600000000001,5,31,224.77200000000002,2,Recurrentes
14130.0,480.91,1,66,480.91,1,Ocasionales
14132.0,3586.03,11,100,326.00272727272727,0,VIP / Premium
14133.0,605.64,3,25,201.88,1,Ocasionales
14135.0,4690.31,15,95,312.68733333333336,0,VIP / Premium
14138.0,965.88,2,40,482.94,1,Ocasionales
14139.0,415.82,1,26,415.82,1,Ocasionales
14140.0,935.05,2,60,467.525,1,Ocasionales
14141.0,915.13,4,27,228.7825,1,Ocasionales
14142.0,311.81,1,22,311.81,1,Ocasionales
14143.0,115.8,1,7,115.8,1,Ocasionales
14145.0,3742.2,4,6,935.55,2,Recurrentes
14146.0,4191.0,5,183,838.2,0,VIP / Premium
14147.0,483.4,2,4,241.7,1,Ocasionales
14148.0,157.2,1,3,157.2,1,Ocasionales
14149.0,446.62,1,28,446.62,1,Ocasionales
14150.0,658.64,2,23,329.32,1,Ocasionales
14152.0,621.29,2,47,310.645,1,Ocasionales
14154.0,1345.62,2,52,672.81,2,Recurrentes
14155.0,118.75,1,6,118.75,1,Ocasionales
14157.0,424.89000000000004,2,45,212.44500000000002,1,Ocasionales
14158.0,507.65999999999997,1,41,507.65999999999997,1,Ocasionales
14161.0,1097.6200000000001,3,87,365.8733333333334,2,Recurrentes
14162.0,289.36,2,25,144.68,1,Ocasionales
14163.0,2445.91,4,36,611.4775,2,Recurrentes
14164.0,1631.77,2,28,815.885,2,Recurrentes
14165.0,120.44,1,23,120.44,1,Ocasionales
14167.0,562.59,4,27,140.6475,1,Ocasionales
14171.0,363.79,1,57,363.79,1,Ocasionales
14173.0,450.84,4,28,112.71,1,Ocasionales
14174.0,134.46,1,26,134.46,1,Ocasionales
14175.0,3222.3,3,139,1074.1000000000001,0,VIP / Premium
14176.0,576.9000000000001,4,28,144.22500000000002,1,Ocasionales
14177.0,549.46,4,37,137.365,1,Ocasionales
14178.0,1600.26,7,191,228.60857142857142,2,Recurrentes
14179.0,701.57,2,135,350.785,2,Recurrentes
14180.0,4748.52,25,112,189.94080000000002,0,VIP / Premium
14184.0,452.89,1,24,452.89,1,Ocasionales
14185.0,197.65,1,3,197.65,1,Ocasionales
14188.0,2054.36,6,34,342.3933333333334,2,Recurrentes
14189.0,4654.08,15,176,310.272,0,VIP / Premium
14191.0,4684.76,13,145,360.36615384615385,0,VIP / Premium
14193.0,853.39,2,35,426.695,1,Ocasionales
14195.0,1012.0,2,7,506.0,1,Ocasionales
14196.0,335.52,1,6,335.52,1,Ocasionales
14198.0,701.4,4,35,175.35,1,Ocasionales
14199.0,185.39999999999998,1,2,185.39999999999998,1,Ocasionales
14201.0,747.44,7,32,106.77714285714286,2,Recurrentes
14204.0,150.61,1,36,150.61,1,Ocasionales
14205.0,466.7,2,23,233.35,1,Ocasionales
14206.0,328.15999999999997,1,20,328.15999999999997,1,Ocasionales
14208.0,151.74,1,10,151.74,1,Ocasionales
14209.0,2073.43,6,55,345.57166666666666,2,Recurrentes
14210.0,1905.8400000000001,6,66,317.64000000000004,2,Recurrentes
14211.0,2241.1,9,87,249.0111111111111,2,Recurrentes
14212.0,1070.48,1,9,1070.48,2,Recurrentes
14214.0,1004.38,5,64,200.876,2,Recurrentes
14215.0,1789.72,6,98,298.2866666666667,2,Recurrentes
14216.0,1839.3,4,47,459.825,2,Recurrentes
14217.0,2004.98,17,78,117.94,0,VIP / Premium
14218.0,169.48000000000002,1,12,169.48000000000002,1,Ocasionales
14219.0,89.94,1,7,89.94,1,Ocasionales
14220.0,632.4000000000001,2,21,316.20000000000005,1,Ocasionales
14221.0,3432.8,9,123,381.4222222222222,0,VIP / Premium
14222.0,683.17,1,41,683.17,1,Ocasionales
14223.0,991.13,3,50,330.37666666666667,1,Ocasionales
14224.0,1009.73,4,105,252.4325,2,Recurrentes
14226.0,2214.79,5,64,442.95799999999997,2,Recurrentes
14227.0,3350.96,10,117,335.096,0,VIP / Premium
14229.0,1547.2,3,29,515.7333333333333,2,Recurrentes
14231.0,925.71,3,47,308.57,1,Ocasionales
14232.0,2048.07,5,81,409.61400000000003,2,Recurrentes
14233.0,1462.72,4,30,365.68,2,Recurrentes
14234.0,754.12,4,122,188.53,2,Recurrentes
14235.0,3144.86,5,65,628.972,2,Recurrentes
14236.0,490.86,2,15,245.43,1,Ocasionales
14237.0,161.0,1,9,161.0,1,Ocasionales
14238.0,146.85,1,8,146.85,1,Ocasionales
14239.0,2380.85,11,83,216.4409090909091,2,Recurrentes
14240.0,890.34,2,37,445.17,1,Ocasionales
14241.0,213.70000000000002,1,10,213.70000000000002,1,Ocasionales
14242.0,280.55,2,13,140.275,1,Ocasionales
14243.0,2588.77,10,99,258.877,2,Recurrentes
14245.0,1693.45,2,107,846.725,2,Recurrentes
14246.0,1474.06,3,57,491.3533333333333,2,Recurrentes
14247.0,136.77,1,19,136.77,1,Ocasionales
14248.0,302.58,1,8,302.58,1,Ocasionales
14250.0,1904.05,3,94,634.6833333333333,2,Recurrentes
14251.0,2879.7000000000003,5,37,575.94,2,Recurrentes
14256.0,969.0600000000001,2,51,484.53000000000003,1,Ocasionales
14257.0,3099.7200000000003,5,88,619.9440000000001,2,Recurrentes
14259.0,120.0,1,5,120.0,1,Ocasionales
14261.0,1163.45,2,52,581.725,2,Recurrentes
14262.0,2618.23,8,87,327.27875,2,Recurrentes
14264.0,333.97,2,15,166.985,1,Ocasionales
14265.0,530.18,2,31,265.09,1,Ocasionales
14267.0,1516.24,3,25,505.41333333333336,2,Recurrentes
14270.0,492.65000000000003,1,29,492.65000000000003,1,Ocasionales
14271.0,112.32000000000001,1,10,112.32000000000001,1,Ocasionales
14272.0,437.96,2,33,218.98,1,Ocasionales
14273.0,559.97,4,22,139.9925,1,Ocasionales
14276.0,1119.74,3,52,373.24666666666667,2,Recurrentes
14277.0,4188.0,3,195,1396.0,0,VIP / Premium
14280.0,134.04,1,8,134.04,1,Ocasionales
14282.0,3701.44,15,70,246.76266666666666,0,VIP / Premium
14284.0,595.25,2,24,297.625,1,Ocasionales
14285.0,1910.01,4,18,477.5025,2,Recurrentes
14287.0,176.63,3,9,58.876666666666665,1,Ocasionales
14288.0,426.6,1,16,426.6,1,Ocasionales
14289.0,911.26,6,33,151.87666666666667,2,Recurrentes
14290.0,2314.65,5,89,462.93,2,Recurrentes
14291.0,3883.25,11,145,353.02272727272725,0,VIP / Premium
14292.0,4871.93,9,64,541.3255555555556,0,VIP / Premium
14293.0,1046.56,4,51,261.64,2,Recurrentes
14295.0,166.20000000000002,1,5,166.20000000000002,1,Ocasionales
14297.0,1305.33,4,48,326.3325,2,Recurrentes
14299.0,3965.62,9,94,440.6244444444444,0,VIP / Premium
14300.0,43.2,1,3,43.2,1,Ocasionales
14301.0,640.14,1,13,640.14,1,Ocasionales
14304.0,383.45,1,17,383.45,1,Ocasionales
14305.0,1858.96,3,96,619.6533333333333,2,Recurrentes
14306.0,2093.32,2,33,1046.66,2,Recurrentes
14307.0,2995.7200000000003,6,150,499.2866666666667,0,VIP / Premium
14309.0,2352.53,9,74,261.39222222222224,2,Recurrentes
14311.0,310.26,1,20,310.26,1,Ocasionales
14312.0,1611.5900000000001,6,74,268.59833333333336,2,Recurrentes
14314.0,120.0,1,8,120.0,1,Ocasionales
14315.0,2481.13,6,64,413.5216666666667,2,Recurrentes
14317.0,508.58,1,24,508.58,1,Ocasionales
14320.0,477.79,2,29,238.895,1,Ocasionales
14321.0,1530.75,5,111,306.15,2,Recurrentes
14323.0,605.0600000000001,2,32,302.53000000000003,1,Ocasionales
14326.0,183.85,1,8,183.85,1,Ocasionales
14327.0,311.65000000000003,1,12,311.65000000000003,1,Ocasionales
14329.0,4975.24,7,218,710.7485714285714,0,VIP / Premium
14331.0,462.66,2,27,231.33,1,Ocasionales
14332.0,840.21,3,22,280.07,1,Ocasionales
14333.0,415.2,1,15,415.2,1,Ocasionales
14334.0,2552.21,8,98,319.02625,2,Recurrentes
14335.0,454.86,2,55,227.43,1,Ocasionales
14336.0,1614.91,4,77,403.7275,2,Recurrentes
14338.0,588.22,2,30,294.11,1,Ocasionales
14339.0,309.52000000000004,1,14,309.52000000000004,1,Ocasionales
14340.0,134.7,1,6,134.7,1,Ocasionales
14341.0,2166.98,8,109,270.8725,2,Recurrentes
14342.0,668.5600000000001,4,18,167.14000000000001,1,Ocasionales
14344.0,889.9300000000001,8,56,111.24125000000001,2,Recurrentes
14345.0,108.98,1,6,108.98,1,Ocasionales
14346.0,1021.58,2,55,510.79,1,Ocasionales
14348.0,409.57,1,18,409.57,1,Ocasionales
14349.0,133.5,1,31,133.5,1,Ocasionales
14350.0,282.93,1,18,282.93,1,Ocasionales
14351.0,51.0,1,1,51.0,1,Ocasionales
14352.0,1078.96,4,44,269.74,2,Recurrentes
14353.0,90.6,1,6,90.6,1,Ocasionales
14354.0,163.62,2,9,81.81,1,Ocasionales
14355.0,174.4,1,11,174.4,1,Ocasionales
14356.0,701.23,2,33,350.615,1,Ocasionales
14357.0,225.12,1,39,225.12,1,Ocasionales
14359.0,912.1800000000001,3,44,304.06,1,Ocasionales
14360.0,2118.03,4,104,529.5075,2,Recurrentes
14362.0,151.5,1,37,151.5,1,Ocasionales
14364.0,3717.35,8,61,464.66875,0,VIP / Premium
14368.0,155.0,1,8,155.0,1,Ocasionales
14371.0,100.5,1,4,100.5,1,Ocasionales
14373.0,76.55,1,4,76.55,1,Ocasionales
14375.0,235.56,1,57,235.56,1,Ocasionales
14377.0,617.05,2,11,308.525,1,Ocasionales
14379.0,348.1,2,39,174.05,1,Ocasionales
14381.0,202.68,1,56,202.68,1,Ocasionales
14382.0,615.49,1,121,615.49,2,Recurrentes
14383.0,1247.69,3,49,415.8966666666667,2,Recurrentes
14385.0,202.10999999999999,3,13,67.36999999999999,1,Ocasionales
14386.0,142.4,1,7,142.4,1,Ocasionales
14387.0,1727.6,3,125,575.8666666666667,2,Recurrentes
14388.0,3212.84,8,124,401.605,0,VIP / Premium
14389.0,1043.46,2,33,521.73,1,Ocasionales
14390.0,4642.57,9,135,515.8411111111111,0,VIP / Premium
14393.0,67.95,1,5,67.95,1,Ocasionales
14395.0,3479.91,9,181,386.65666666666664,0,VIP / Premium
14396.0,487.99,2,71,243.995,1,Ocasionales
14397.0,2612.96,19,18,137.52421052631578,0,VIP / Premium
14400.0,574.7,1,25,574.7,1,Ocasionales
14401.0,4051.48,13,113,311.6523076923077,0,VIP / Premium
14403.0,1475.81,4,17,368.9525,2,Recurrentes
14404.0,1449.32,6,70,241.5533333333333,2,Recurrentes
14406.0,156.75,1,8,156.75,1,Ocasionales
14407.0,2157.73,6,67,359.62166666666667,2,Recurrentes
14408.0,2599.03,7,60,371.29,2,Recurrentes
14409.0,2059.4500000000003,6,40,343.24166666666673,2,Recurrentes
14410.0,1100.27,9,153,122.25222222222222,2,Recurrentes
14411.0,1063.0,1,14,1063.0,2,Recurrentes
14412.0,770.03,2,43,385.015,1,Ocasionales
14413.0,121.05,1,22,121.05,1,Ocasionales
14414.0,1496.98,7,79,213.8542857142857,2,Recurrentes
14415.0,5855.57,13,283,450.42846153846153,0,VIP / Premium
14416.0,490.22,2,13,245.11,1,Ocasionales
14418.0,1937.25,3,114,645.75,2,Recurrentes
14419.0,1051.79,6,112,175.29833333333332,2,Recurrentes
14420.0,387.52,1,29,387.52,1,Ocasionales
14421.0,813.11,2,25,406.555,1,Ocasionales
14422.0,4263.64,6,189,710.6066666666667,0,VIP / Premium
14423.0,265.2,1,3,265.2,1,Ocasionales
14424.0,322.08,1,1,322.08,1,Ocasionales
14426.0,4481.67,10,183,448.16700000000003,0,VIP / Premium
14427.0,363.34000000000003,2,16,181.67000000000002,1,Ocasionales
14428.0,1224.06,5,108,244.81199999999998,2,Recurrentes
14431.0,470.36,1,17,470.36,1,Ocasionales
14432.0,2248.5,6,256,374.75,0,VIP / Premium
14434.0,1372.8,6,3,228.79999999999998,2,Recurrentes
14436.0,89.06,1,9,89.06,1,Ocasionales
14437.0,63.0,1,5,63.0,1,Ocasionales
14438.0,131.9,1,9,131.9,1,Ocasionales
14440.0,2357.68,5,33,471.53599999999994,2,Recurrentes
14441.0,1712.89,4,43,428.2225,2,Recurrentes
14442.0,1589.82,2,58,794.91,2,Recurrentes
14443.0,1420.2,4,84,355.05,2,Recurrentes
14446.0,1010.35,4,233,252.5875,2,Recurrentes
14447.0,1163.23,5,54,232.64600000000002,2,Recurrentes
14448.0,375.35,2,20,187.675,1,Ocasionales
14449.0,885.8,4,201,221.45,2,Recurrentes
14450.0,483.25,3,32,161.08333333333334,1,Ocasionales
14451.0,643.9,2,86,321.95,1,Ocasionales
14452.0,259.05,2,55,129.525,1,Ocasionales
14453.0,119.93,1,22,119.93,1,Ocasionales
14457.0,113.64,1,4,113.64,1,Ocasionales
14459.0,1837.92,1,37,1837.92,2,Recurrentes
14460.0,434.34,3,14,144.78,1,Ocasionales
14461.0,2103.06,3,173,701.02,2,Recurrentes
14462.0,1980.57,11,150,180.05181818181816,0,VIP / Premium
14463.0,529.62,3,6,176.54,1,Ocasionales
14465.0,1038.44,3,107,346.1466666666667,2,Recurrentes
14466.0,2272.4,7,35,324.62857142857143,2,Recurrentes
14467.0,596.26,4,67,149.065,1,Ocasionales
14470.0,461.19,2,43,230.595,1,Ocasionales
14472.0,1852.67,8,153,231.58375,2,Recurrentes
14473.0,234.34,2,7,117.17,1,Ocasionales
14474.0,547.66,1,29,547.66,1,Ocasionales
14475.0,925.85,3,35,308.6166666666667,1,Ocasionales
14476.0,193.0,1,17,193.0,1,Ocasionales
14477.0,1309.6,4,7,327.4,1,Ocasionales
14479.0,316.25,2,18,158.125,1,Ocasionales
